post_id,week,type,theme,slide,role,layer,copy,char_len,overflow_risk
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,4,list,body,9/14 had rights issues · Labels holding masters with no clear route to clearance · Uncleared samples embedded in commercial-quality work · Publishing registered with the wrong entity,182,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,4,list,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,5,list,counter,05 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,5,list,section_eyebrow,Proof · 6/12,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,5,list,stat_number,Here's what you need to know:,29,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,5,list,body,"8/14 had metadata problems · No ISRC codes assigned · No BPM, key, or mood data · Files with no embedded information",116,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,5,list,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,6,list,counter,06 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,6,list,section_eyebrow,Proof · 7/12,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,6,list,stat_number,Here's what you need to know:,29,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,6,list,body,6/14 had file issues · Only MP3 available · No stems exported or accessible · Files not named to any standard,109,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,6,list,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,7,body,counter,07 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,7,body,section_eyebrow,Proof · 8/12,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,7,body,stat_number,2/14 had response issues | → 3+ day reply time in the response-time test scenario,79,YES
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,7,body,body,Most of these overlap. Most are fixable.,40,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,7,body,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,8,list,counter,08 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,8,list,section_eyebrow,Proof · 10/12,13,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,8,list,stat_number,Here's what you need to know:,29,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,8,list,body,What each rejection reason actually means · How to fix rights issues (and what takes longest) · The metadata checklist you need on every file · File format requirements for sync,177,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,8,list,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,9,body,counter,09 / 10,7,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,9,body,section_eyebrow,Proof · 11/12,13,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,9,body,stat_number,Come back when you've fixed it. The application stays open.,59,YES
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,9,body,footer_label,Proof,5,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,counter,END · 10 / 10,13,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,section_eyebrow,Apply this week,15,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,headline,Open briefs. Every Tuesday.,27,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,body,"Composers: apply once, get matched for life. Supervisors: shortlist in 48h.",75,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,cta_text,Work with us,12,
IG-PROOF-04,Week 25 · Jun 15–21,Carousel,dark,10,cta,footer_label,Apply,5,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,1,hook,counter,01 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,1,hook,counter_small,01 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,1,hook,top_eyebrow,Education · 5 reasons African music gets rejected in sync,57,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,1,hook,headline,It's not your sound.,20,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,1,hook,footer_label,Written by,10,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,2,body,counter,02 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,2,body,section_eyebrow,Education · 1/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,2,body,body,↓,1,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,2,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,2,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,3,body,counter,03 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,3,body,section_eyebrow,Education · 2/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,3,body,body,"Productions carry full liability for anything they broadcast. | They won't risk it, no matter how good the track is.",114,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,3,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,3,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,4,body,counter,04 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,4,body,section_eyebrow,Education · 3/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,4,body,body,You own publishing. | Two separate negotiations for one placement. | Most supervisors have 20 other options. They move on.,118,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,4,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,4,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,5,body,counter,05 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,5,body,section_eyebrow,Education · 4/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,5,body,body,"No ISRC. No mood categorisation. | Your track doesn't show up in a search. | You're invisible even when you're technically ""in the library.""",136,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,5,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,5,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,6,body,counter,06 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,6,body,section_eyebrow,Education · 5/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,6,body,body,"SoundCloud links. Google Drive folders. | Supervisors need lossless files, properly named, ready immediately.",107,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,6,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,6,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,7,body,counter,07 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,7,body,section_eyebrow,Education · 6/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,7,body,body,"If you respond in 3 days, the slot is filled. | This is not a relationship business at that stage. It's a logistics business.",123,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,7,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,7,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,8,list,counter,08 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,8,list,section_eyebrow,Education · 7/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,8,list,body,Why none of this is about your sound · The sample clearance issue and what to do about it · Rights splits — how to protect yourself before signing anything · The metadata checklist for every file in your catalogue,213,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,8,list,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,8,list,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,9,body,counter,09 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,9,body,section_eyebrow,Education · 8/9,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,9,body,footer_label,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,9,body,footer_sublabel,Education,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,counter,END · 10 / 10,13,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,counter_small,10 / 10,7,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,section_eyebrow,Apply this week,15,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,headline,Open briefs. Every Tuesday.,27,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,body,"Composers: apply once, get matched for life. Supervisors: shortlist in 48h.",75,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,cta_text,Apply now,9,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,footer_label,Apply,5,
IG-EDU-07,Week 26 · Jun 22–28,Carousel,light,10,cta,footer_domain,syncmaster.live,15,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,1,hook,counter,01 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,1,hook,top_eyebrow,Education · ISRC codes explained,32,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,1,hook,headline,Your track has no ISRC code?,28,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,1,hook,footer_label,Written by,10,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,2,body,counter,02 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,2,body,section_eyebrow,Education · 1/14,16,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,2,body,stat_number,That's the first thing we fix at SyncMaster.,44,YES
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,2,body,body,Here's exactly why it matters more than almost anything else in your catalogue. ↓ · ISRC = International Standard Recording Code,128,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,2,body,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,3,body,counter,03 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,3,body,section_eyebrow,Education · 3/14,16,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,3,body,stat_number,A unique identifier assigned to each individual recording.,58,YES
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,3,body,body,Think of it as a barcode for your music. · Why it matters for sync specifically:,80,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,3,body,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,4,list,counter,04 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,4,list,section_eyebrow,Education · 5/14,16,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,4,list,stat_number,Here's what you need to know:,29,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,4,list,body,"It identifies your recording in global licensing databases · It links your track to royalty collection societies worldwide (SAMRO, COSON, SOCAN, PRS, ASCAP, and more) · Without it, performance royalties from any placement can't reach you · Without it, your track can't be properly catalogued in sync libraries",309,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,4,list,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,5,body,counter,05 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,5,body,section_eyebrow,Education · 6/14,16,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,5,body,stat_number,A placement without an ISRC = money you'll never collect.,57,YES
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,5,body,body,HOW TO GET ONE:,15,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,5,body,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,6,list,counter,06 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,6,list,section_eyebrow,Education · 8/14,16,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,6,list,stat_number,Here's what you need to know:,29,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,6,list,body,Through your national music body: · RISA (South Africa) · COSON (Nigeria) · MCSK (Kenya),88,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,6,list,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,7,body,counter,07 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,7,body,section_eyebrow,Education · 9/14,16,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,7,body,stat_number,"Through your distributor: | → DistroKid, TuneCore, CD Baby all assign ISRCs",73,YES
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,7,body,body,automatically · Direct registration: IFPI.org,45,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,7,body,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,8,body,counter,08 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,8,body,section_eyebrow,Education · 11/14,17,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,8,body,stat_number,Cost: Free or minimal. | Time: 24–72 hours in most cases.,55,YES
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,8,body,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,9,body,counter,09 / 10,7,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,9,body,section_eyebrow,Education · 12/14,17,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,9,body,stat_number,Every track in the SyncMaster catalogue has an ISRC.,52,YES
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,9,body,body,Every composer we onboard gets this sorted in the first call. · Questions? DM us. Or apply: link in bio.,104,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,9,body,footer_label,Education,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,10,cta,counter,END · 10 / 10,13,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,10,cta,section_eyebrow,Apply this week,15,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,10,cta,headline,Open briefs. Every Tuesday.,27,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,10,cta,body,"Composers: apply once, get matched for life. Supervisors: shortlist in 48h.",75,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,10,cta,cta_text,Apply now,9,
IG-EDU-08,Week 26 · Jun 22–28,Carousel,dark,10,cta,footer_label,Apply,5,
IG-PROOF-05,Week 26 · Jun 22–28,Single,light,1,hook,eyebrow,Proof · Results,15,
IG-PROOF-05,Week 26 · Jun 22–28,Single,light,1,hook,headline,PLACEMENT CONFIRMED.,20,
IG-PROOF-05,Week 26 · Jun 22–28,Single,light,1,hook,body,African music.,14,
IG-PROOF-05,Week 26 · Jun 22–28,Single,light,1,hook,cta,Applications open. Link in bio.,31,
IG-PROOF-05,Week 26 · Jun 22–28,Single,light,1,hook,brand__domain,syncmaster.live,15,
IG-PROOF-05,Week 26 · Jun 22–28,Single,light,1,hook,brand__sub,Sync Licensing Infrastructure,29,
IG-PROOF-05,Week 26 · Jun 22–28,Single,light,1,hook,pillar,Proof,5,
IG-PROOF-05,Week 26 · Jun 22–28,Single,light,1,hook,geo,2026 · Q2 · Lagos · Cape Town · Nairobi,39,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,1,hook,counter,01 / 09,7,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,1,hook,top_eyebrow,Behind the Scenes · Month 1 in numbers,38,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,1,hook,headline,One month in.,13,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,1,hook,footer_label,Written by,10,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,2,body,counter,02 / 09,7,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,2,body,section_eyebrow,Behind the Scenes · 1/8,23,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,2,body,stat_number,"Here's everything we built, the numbers behind it, and what Month 2 looks like.",79,YES
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,2,body,body,↓,1,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,2,body,footer_label,Behind the Scenes,17,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,3,proof,counter,03 / 09,7,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,3,proof,section_eyebrow,Behind the Scenes · 2/8,23,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,3,proof,headline,"The work, in numbers.",21,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,3,proof,stat_placed_label,📬 Applications received,23,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,3,proof,stat_placed_value,20,2,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,3,proof,stat_roster_label,✅ Composers vetted,18,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,3,proof,stat_roster_value,6,1,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,3,proof,stat_turnaround_label,📋 Briefs received from supervisors,34,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,3,proof,stat_turnaround_value,3,1,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,3,proof,footer_label,Proof,5,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,4,stat,counter,04 / 09,7,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,4,stat,section_eyebrow,Behind the Scenes · 3/8,23,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,4,stat,footer_label,Behind the Scenes,17,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,5,body,counter,05 / 09,7,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,5,body,section_eyebrow,Behind the Scenes · 4/8,23,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,5,body,stat_number,THE CONTENT | 42 pieces of content across 5 platforms in 30 days.,63,YES
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,5,body,footer_label,Behind the Scenes,17,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,6,list,counter,06 / 09,7,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,6,list,section_eyebrow,Behind the Scenes · 5/8,23,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,6,list,stat_number,Here's what you need to know:,29,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,6,list,body,"WHAT WE LEARNED · Speed wins. Every brief we didn't win was lost on response time, not quality. · Rights is the highest barrier. 9 of 14 rejected applications had rights issues. · Supervisors want African music. Genuinely. The demand is real and explicit.",255,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,6,list,footer_label,Behind the Scenes,17,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,7,body,counter,07 / 09,7,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,7,body,section_eyebrow,Behind the Scenes · 6/8,23,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,7,body,stat_number,MONTH 2 | More composers.,23,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,7,body,body,More briefs. More placements. | More content to prove it's real.,62,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,7,body,footer_label,Behind the Scenes,17,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,8,body,counter,08 / 09,7,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,8,body,section_eyebrow,Behind the Scenes · 7/8,23,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,8,body,stat_number,Follow along.,13,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,8,body,footer_label,Behind the Scenes,17,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,9,cta,counter,END · 09 / 09,13,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,9,cta,section_eyebrow,Apply this week,15,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,9,cta,headline,Open briefs. Every Tuesday.,27,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,9,cta,body,"Composers: apply once, get matched for life. Supervisors: shortlist in 48h.",75,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,9,cta,cta_text,Work with us,12,
IG-BTS-02,Week 26 · Jun 22–28,Carousel,dark,9,cta,footer_label,Apply,5,
STANDALONE-IG-03,Week 27 · Jun 29–5,Single,dark,1,hook,eyebrow,Behind the Build,16,
STANDALONE-IG-03,Week 27 · Jun 29–5,Single,dark,1,hook,headline,30 days in.,11,
STANDALONE-IG-03,Week 27 · Jun 29–5,Single,dark,1,hook,body,Here's what Month 1 looked like from the inside:,48,
STANDALONE-IG-03,Week 27 · Jun 29–5,Single,dark,1,hook,cta,Follow along. The best is still coming.,39,
STANDALONE-IG-03,Week 27 · Jun 29–5,Single,dark,1,hook,brand__domain,syncmaster.live,15,
STANDALONE-IG-03,Week 27 · Jun 29–5,Single,dark,1,hook,brand__sub,Sync Licensing Infrastructure,29,
STANDALONE-IG-03,Week 27 · Jun 29–5,Single,dark,1,hook,pillar,Behind the Scenes,17,
STANDALONE-IG-03,Week 27 · Jun 29–5,Single,dark,1,hook,geo,2026 · Q2 · Lagos · Cape Town · Nairobi,39,
